ebird_code,scientific_name,common_name,alpha
whwnig1,Eleothreptus candicans,White-winged Nightjar,
bawnig1,Systellura longirostris,Band-winged Nightjar,
bawnig3,Quechuavis decussata,Tschudi's Nightjar,
swtnig1,Uropsalis segmentata,Swallow-tailed Nightjar,
lytnig1,Uropsalis lyra,Lyre-tailed Nightjar,
whtnig1,Hydropsalis cayennensis,White-tailed Nightjar,WTNI
sptnig1,Antiurus maculicaudus,Spot-tailed Nightjar,
latnig1,Hydropsalis climacocerca,Ladder-tailed Nightjar,
sctnig2,Hydropsalis torquata,Scissor-tailed Nightjar,
lotnig2,Macropsalis forcipata,,
leapau1,Siphonorhis brewsteri,Least Poorwill,LEPA
chopoo1,Nyctiphrynus rosenbergi,Choco Poorwill,
earpoo1,Nyctiphrynus mcleodii,Eared Poorwill,EAPO
yucpoo1,Nyctiphrynus yucatanicus,Yucatan Poorwill,YUPO
ocepoo1,Nyctiphrynus ocellatus,Ocellated Poorwill,OCPO
compoo,Phalaenoptilus nuttallii,Common Poorwill,COPO
chwwid,Antrostomus carolinensis,Chuck-will's-widow,CWWI
rufnig1,Antrostomus rufus,Rufous Nightjar,RUNI
granig3,Antrostomus ekmani,Hispaniolan Nightjar,HINI
tacnig1,Antrostomus salvini,Tawny-collared Nightjar,TCNI
yucnig1,Antrostomus badius,Yucatan Nightjar,YUNI
sitnig1,Antrostomus sericocaudatus,Silky-tailed Nightjar,
bucnig,Antrostomus ridgwayi,Buff-collared Nightjar,BCNI
easwpw1,Antrostomus vociferus,Eastern Whip-poor-will,EWPW
souwpw1,Antrostomus arizonae,Mexican Whip-poor-will,MWPW
purnig1,Antrostomus noctitherus,Puerto Rican Nightjar,PRNI
dusnig1,Antrostomus saturatus,Dusky Nightjar,DUNI
bronig1,Veles binotatus,Brown Nightjar,
rennig1,Caprimulgus ruficollis,Red-necked Nightjar,
grynig2,Caprimulgus indicus,Jungle Nightjar,
grynig1,Caprimulgus jotaka,Grey Nightjar,GRNI
palnig1,Caprimulgus phalaena,Palau Nightjar,
eurnig1,Caprimulgus europaeus,European Nightjar,
somnig1,Caprimulgus fraenatus,Sombre Nightjar,
rucnig1,Caprimulgus rufigena,Rufous-cheeked Nightjar,
egynig1,Caprimulgus aegyptius,Egyptian Nightjar,
syknig1,Caprimulgus mahrattensis,Sykes's Nightjar,
nubnig1,Caprimulgus nubicus,Nubian Nightjar,
golnig1,Caprimulgus eximius,Golden Nightjar,
jernig1,Caprimulgus atripennis,Jerdon's Nightjar,
latnig2,Caprimulgus macrurus,Large-tailed Nightjar,
meenig1,Caprimulgus meesi,Mees's Nightjar,
andnig1,Caprimulgus andamanicus,Andaman Nightjar,
phinig1,Caprimulgus manillensis,Philippine Nightjar,
sulnig1,Caprimulgus celebensis,Sulawesi Nightjar,
dosnig1,Caprimulgus donaldsoni,Donaldson Smith's Nightjar,
bksnig1,,,
finnig1,Caprimulgus pectoralis,Fiery-necked Nightjar,
monnig1,Caprimulgus poliocephalus,Montane Nightjar,
indnig1,Caprimulgus asiaticus,Indian Nightjar,
madnig1,Caprimulgus madagascariensis,Madagascar Nightjar,
swanig1,Caprimulgus natalensis,Swamp Nightjar,
planig1,Caprimulgus inornatus,Plain Nightjar,
stsnig1,Caprimulgus stellatus,Star-spotted Nightjar,
savnig1,Caprimulgus affinis,Savanna Nightjar,
frenig1,Caprimulgus tristigma,Freckled Nightjar,
bonnig1,Caprimulgus concretus,Bonaparte's Nightjar,
salnig1,Caprimulgus pulchellus,Salvadori's Nightjar,
batnig2,Caprimulgus batesi,Bates's Nightjar,
lotnig1,Caprimulgus climacurus,Long-tailed Nightjar,
sltnig1,Caprimulgus clarus,Slender-tailed Nightjar,
sqtnig1,Caprimulgus fossii,Square-tailed Nightjar,
stwnig1,Caprimulgus longipennis,Standard-winged Nightjar,
pewnig1,Caprimulgus vexillarius,Pennant-winged Nightjar,
oilbir1,Steatornis caripensis,Oilbird,OILB
grepot1,Nyctibius grandis,Great Potoo,GRPO
lotpot1,Nyctibius aethereus,Long-tailed Potoo,
norpot1,Nyctibius jamaicensis,Northern Potoo,NORP
compot1,Nyctibius griseus,Common Potoo,CPOT
andpot1,Nyctibius maculosus,Andean Potoo,
whwpot1,Nyctibius leucopterus,White-winged Potoo,
rufpot1,Phyllaemulor bracteatus,Rufous Potoo,
marfro1,Podargus ocellatus,Marbled Frogmouth,
papfro1,Podargus papuensis,Papuan Frogmouth,
tawfro1,Podargus strigoides,Tawny Frogmouth,
soifro1,Rigidipenna inexpectata,Solomons Frogmouth,
larfro1,Batrachostomus auritus,Large Frogmouth,
dulfro1,Batrachostomus harterti,Dulit Frogmouth,
phifro1,Batrachostomus septimus,Philippine Frogmouth,
goufro1,Batrachostomus stellatus,Gould's Frogmouth,
ceyfro1,Batrachostomus moniliger,Sri Lanka Frogmouth,
hodfro1,Batrachostomus hodgsoni,Hodgson's Frogmouth,
shtfro3,Batrachostomus poliolophus,Sumatran Frogmouth,
shtfro2,Batrachostomus mixtus,Bornean Frogmouth,
javfro3,Batrachostomus javensis,Javan Frogmouth,
javfro2,Batrachostomus affinis,Blyth's Frogmouth,
palfro1,Batrachostomus chaseni,Palawan Frogmouth,
sunfro1,Batrachostomus cornutus,Sunda Frogmouth,
feonig1,Aegotheles insignis,Feline Owlet-nightjar,
spaown1,Aegotheles tatei,Starry Owlet-nightjar,
molown1,Aegotheles crinifrons,Moluccan Owlet-nightjar,
waonig1,Aegotheles wallacii,Wallace's Owlet-nightjar,
moonig1,Aegotheles albertisi,Mountain Owlet-nightjar,
barown1,Aegotheles bennettii,Barred Owlet-nightjar,
auonig1,Aegotheles cristatus,Australian Owlet-nightjar,
cretre1,Hemiprocne coronata,Crested Treeswift,
gyrtre1,Hemiprocne longipennis,Grey-rumped Treeswift,
whitre1,Hemiprocne comata,Whiskered Treeswift,
moutre1,Hemiprocne mystacea,Moustached Treeswift,
spfswi1,Cypseloides cherriei,Spot-fronted Swift,SFSW
whcswi1,Cypseloides cryptus,White-chinned Swift,WCHS
whfswi1,Cypseloides storeri,White-fronted Swift,WFSW
sooswi1,Cypseloides fumigatus,Sooty Swift,
rotswi1,Cypseloides rothschildi,Rothschild's Swift,
blkswi,Cypseloides niger,American Black Swift,BLSW
whcswi2,Cypseloides lemosi,White-chested Swift,
grdswi1,Cypseloides senex,Great Dusky Swift,
tepswi1,Streptoprocne phelpsi,Tepui Swift,
chcswi1,Streptoprocne rutila,Chestnut-collared Swift,CCSW
whcswi,Streptoprocne zonaris,White-collared Swift,WCSW
bisswi1,Streptoprocne biscutata,Biscutate Swift,
whnswi1,Streptoprocne semicollaris,White-naped Swift,WNSW
pltswi1,Collocalia affinis,Plume-toed Swiftlet,
tenswi1,Collocalia sumbawae,Tenggara Swiftlet,
draswi1,Collocalia neglecta,Drab Swiftlet,
gloswi1,Collocalia esculenta,Glossy Swiftlet,
satswi1,Collocalia uropygialis,Satin Swiftlet,
cavswi3,Collocalia dodgei,Bornean Swiftlet,
cavswi2,Collocalia linchi,Linchi Swiftlet,
pygswi2,Collocalia troglodytes,Pygmy Swiftlet,
seyswi1,Aerodramus elaphrus,Seychelles Swiftlet,
masswi1,Aerodramus francicus,Mascarene Swiftlet,
indswi1,Aerodramus unicolor,Indian Swiftlet,
phiswi1,Aerodramus mearnsi,Philippine Swiftlet,
molswi3,,,
mouswi2,Aerodramus hirundinaceus,Mountain Swiftlet,
whrswi2,Aerodramus spodiopygius,White-rumped Swiftlet,
ausswi1,Aerodramus terraereginae,Australian Swiftlet,
himswi2,Aerodramus brevirostris,Himalayan Swiftlet,
monswi2,Aerodramus salangana,Mossy-nest Swiftlet,
uniswi1,Aerodramus vanikorensis,Uniform Swiftlet,
palswi2,Aerodramus amelis,Ameline Swiftlet,
palswi1,Aerodramus pelewensis,Palau Swiftlet,
caiswi1,Aerodramus inquietus,Caroline Swiftlet,
atiswi1,Aerodramus sawtelli,Atiu Swiftlet,
marswi2,Aerodramus ocistus,,
ednswi1,,,
gerswi1,,,
scaswi1,Schoutedenapus myoptilus,Scarce Swift,
papnee1,Mearnsia novaeguineae,Papuan Spinetail,
whrnee1,Zoonavena sylvatica,White-rumped Spinetail,
motspi1,Telacanthura ussheri,Mottled Spinetail,
sirnee1,Rhaphidura leucopygialis,Silver-rumped Spinetail,
sabspi1,Rhaphidura sabini,Sabine's Spinetail,
whtnee,Hirundapus caudacutus,White-throated Needletail,WTNE
sibnee1,Hirundapus cochinchinensis,Silver-backed Needletail,
grrswi1,Chaetura cinereiventris,Grey-rumped Swift,GRSW
barswi,Chaetura spinicaudus,Band-rumped Swift,BRSW
leaswi1,Chaetura martinica,Lesser Antillean Swift,LASW
corswi,Chaetura fumosa,Costa Rican Swift,CRSW
parswi1,Chaetura egregia,Pale-rumped Swift,
chiswi,Chaetura pelagica,Chimney Swift,CHSW
vauswi,Chaetura vauxi,Vaux's Swift,VASW
chaswi2,Chaetura chapmani,Chapman's Swift,CHAS
sicswi1,Chaetura meridionalis,Sick's Swift,SISW
shtswi1,Chaetura brachyura,Short-tailed Swift,STSW
whtswi,Aeronautes saxatalis,White-throated Swift,WTSW
whtswi1,Aeronautes montivagus,White-tipped Swift,
andswi1,Aeronautes andecolus,Andean Swift,
anpswi,Tachornis phoenicobia,Antillean Palm Swift,ANPS
ftpswi1,Tachornis squamata,Fork-tailed Palm Swift,
gstswi1,Panyptila sanctihieronymi,Great Swallow-tailed Swift,GSTS
lstswi1,Panyptila cayennensis,Lesser Swallow-tailed Swift,LSTS
afpswi1,Cypsiurus parvus,African Palm Swift,
malpas1,Cypsiurus gracilis,Malagasy Palm Swift,
aspswi1,Cypsiurus balasiensis,Asian Palm Swift,
alpswi1,Tachymarptis melba,Alpine Swift,
motswi2,Tachymarptis aequatorialis,Mottled Swift,
aleswi1,Apus alexandri,Cape Verde Swift,
comswi,Apus apus,Common Swift,COSW
plaswi1,Apus unicolor,Plain Swift,
nyaswi1,Apus niansae,Nyanza Swift,
palswi3,Apus pallidus,Pallid Swift,
afrswi1,Apus barbatus,African Black Swift,
madswi1,Apus balstoni,Malagasy Black Swift,
fowswi1,Apus berliozi,Forbes-Watson's Swift,
braswi1,Apus bradfieldi,Bradfield's Swift,
fotswi,Apus pacificus,Fork-tailed Swift,FTSW
saaswi1,Apus salimalii,,
blyswi1,Apus leuconyx,,
cooswi1,Apus cooki,,
darswi1,Apus acuticauda,Dark-rumped Swift,
litswi1,Apus affinis,Little Swift,
houswi1,Apus nipalensis,House Swift,
horswi1,Apus horus,Horus Swift,
whrswi1,Apus caffer,White-rumped Swift,
critop1,Topaza pella,Crimson Topaz,
fietop1,Topaza pyra,Fiery Topaz,
whnjac1,Florisuga mellivora,White-necked Jacobin,WNJA
blkjac1,Florisuga fusca,Black Jacobin,
whtsic1,Eutoxeres aquila,White-tipped Sicklebill,WTSI
butsic1,Eutoxeres condamini,Buff-tailed Sicklebill,
sabher1,Ramphodon naevius,Saw-billed Hermit,
hobher2,Glaucis dohrnii,Hook-billed Hermit,
broher,Glaucis aeneus,Bronzy Hermit,BRHE
rubher,Glaucis hirsutus,Rufous-breasted Hermit,RBHE
batbar1,Threnetes ruckeri,Band-tailed Barbthroat,BTBA
patbar1,Threnetes leucurus,Pale-tailed Barbthroat,
brther2,Anopetia gounellei,Broad-tipped Hermit,
duther1,Phaethornis squalidus,Dusky-throated Hermit,
stther1,Phaethornis rupurumii,Streak-throated Hermit,
lither2,Phaethornis longuemareus,Little Hermit,
lither3,Phaethornis aethopygus,Tapajos Hermit,
minher1,Phaethornis idaliae,Minute Hermit,
cither1,Phaethornis nattereri,Cinnamon-throated Hermit,
bkther1,Phaethornis atrimentalis,Black-throated Hermit,
stther2,Phaethornis striigularis,Stripe-throated Hermit,STHR
gycher1,Phaethornis griseogularis,Grey-chinned Hermit,
redher1,Phaethornis ruber,Reddish Hermit,
bubher1,Phaethornis subochraceus,Buff-bellied Hermit,
socher1,Phaethornis augusti,Sooty-capped Hermit,
plaher1,Phaethornis pretrei,Planalto Hermit,
scther1,Phaethornis eurynome,Scale-throated Hermit,
pabher1,Phaethornis anthophilus,Pale-bellied Hermit,PBHE
whbher1,Phaethornis hispidus,White-bearded Hermit,
whwher1,Phaethornis yaruqui,White-whiskered Hermit,
greher1,Phaethornis guy,Green Hermit,GREH
tabher1,Phaethornis syrmatophorus,Tawny-bellied Hermit,
koeher1,Phaethornis koepckeae,Koepcke's Hermit,
nebher1,Phaethornis philippii,Needle-billed Hermit,
stbher1,Phaethornis bourcieri,Straight-billed Hermit,
mexher1,Phaethornis mexicanus,Mexican Hermit,MEHE
lobher,Phaethornis longirostris,Long-billed Hermit,LBIH
lother1,Phaethornis superciliosus,Long-tailed Hermit,
grbher1,Phaethornis malaris,Great-billed Hermit,
grflan1,Doryfera ludovicae,Green-fronted Lancebill,GFRL
blflan1,Doryfera johannae,Blue-fronted Lancebill,
webhum3,Schistes albogularis,White-throated Daggerbill,
webhum1,Schistes geoffroyi,Geoffroy's Daggerbill,
hyavis1,Augastes scutatus,Hyacinth Visorbearer,
hoovis2,Augastes lumachella,Hooded Visorbearer,
brvear1,Colibri delphinae,Brown Violetear,BRVI
grnvie1,Colibri thalassinus,Mexican Violetear,MEVI
lesvio1,Colibri cyanotus,Lesser Violetear,LEVI
spvear1,Colibri coruscans,Sparkling Violetear,
wvvear1,Colibri serrirostris,White-vented Violetear,
tobhum1,Androdon aequatorialis,Tooth-billed Hummingbird,TBHU
horsun2,Heliactin bilophus,Horned Sungem,
pucfai1,Heliothryx barroti,Purple-crowned Fairy,PCFA
bkefai1,Heliothryx auritus,Black-eared Fairy,
whtgol1,Polytmus guainumbi,White-tailed Goldenthroat,
tepgol1,Polytmus milleri,Tepui Goldenthroat,
grtgol1,Polytmus theresiae,Green-tailed Goldenthroat,
fitawl1,Avocettula recurvirostris,Fiery-tailed Awlbill,
ruthum1,Chrysolampis mosquitus,Ruby-topaz Hummingbird,RTOH
jamman1,Anthracothorax mango,Jamaican Mango,JAMA
bltman1,Anthracothorax nigricollis,Black-throated Mango,BTMA
grtman1,Anthracothorax viridigula,Green-throated Mango,
gnbman,Anthracothorax prevostii,Green-breasted Mango,GNBM
verman1,Anthracothorax veraguensis,Veraguan Mango,VERM
antman2,Anthracothorax dominicus,Hispaniolan Mango,HIMA
greman1,Anthracothorax viridis,Green Mango,GMAG
grtcar1,Eulampis holosericeus,Green-throated Carib,GTCA
putcar1,Eulampis jugularis,Purple-throated Carib,PTCA
ortsun1,Heliangelus mavors,Orange-throated Sunangel,
amtsun3,Heliangelus amethysticollis,Amethyst-throated Sunangel,
amtsun2,Heliangelus clarisse,Longuemare's Sunangel,
amtsun4,Heliangelus spencei,Merida Sunangel,
gorsun1,Heliangelus strophianus,Gorgeted Sunangel,
tousun1,Heliangelus exortis,Tourmaline Sunangel,
litsun1,Heliangelus micraster,Flame-throated Sunangel,
putsun1,Heliangelus viola,Purple-throated Sunangel,
roysun1,Heliangelus regalis,Royal Sunangel,
grbfir1,Sephanoides sephaniodes,Green-backed Firecrown,
juffir1,Sephanoides fernandensis,Juan Fernandez Firecrown,
gretho1,Discosura conversii,Green Thorntail,GRET
wictho2,Discosura popelairii,Wire-crested Thorntail,
bkbtho1,Discosura langsdorffi,Black-bellied Thorntail,
ratcoq2,Discosura longicaudus,Racket-tipped Thorntail,
tufcoq1,Lophornis ornatus,Tufted Coquette,
doecoq1,Lophornis gouldii,Dot-eared Coquette,
fricoq1,Lophornis magnificus,Frilled Coquette,
ruccoq1,Lophornis delattrei,Rufous-crested Coquette,RCRC
fescoq3,Lophornis chalybeus,Festive Coquette,
blccoq1,Lophornis helenae,Black-crested Coquette,BCCO
whccoq1,Lophornis adorabilis,White-crested Coquette,WCCO
ecupie1,Phlogophilus hemileucurus,Ecuadorian Piedtail,
spehum1,Adelomyia melanogenys,Speckled Hummingbird,
lotsyl1,Aglaiocercus kingii,Long-tailed Sylph,
vitsyl1,Aglaiocercus coelestis,Violet-tailed Sylph,
vensyl1,Aglaiocercus berlepschi,Venezuelan Sylph,
retcom1,Sappho sparganurus,Red-tailed Comet,
brtcom1,Polyonymus caroli,Bronze-tailed Comet,
gybcom1,Taphrolesbia griseiventris,Grey-bellied Comet,
andhil3,Oreotrochilus estella,Andean Hillstar,
whshil1,Oreotrochilus leucopleurus,White-sided Hillstar,
ecuhil1,Oreotrochilus chimborazo,Ecuadorian Hillstar,
buthil1,Oreotrochilus cyanolaemus,Blue-throated Hillstar,
andhil2,Oreotrochilus stolzmanni,Green-headed Hillstar,
blbhil1,Oreotrochilus melanogaster,Black-breasted Hillstar,
wethil1,Oreotrochilus adela,Wedge-tailed Hillstar,
mouavo1,Opisthoprora euryptera,Mountain Avocetbill,
blttra1,Lesbia victoriae,Black-tailed Trainbearer,
grttra1,Lesbia nuna,Green-tailed Trainbearer,
blbtho1,Ramphomicron dorsale,Black-backed Thornbill,
pubtho1,Ramphomicron microrhynchum,Purple-backed Thornbill,
brttho1,Chalcostigma heteropogon,Bronze-tailed Thornbill,
rabtho1,Chalcostigma herrani,Rainbow-bearded Thornbill,
ructho1,Chalcostigma ruficeps,Rufous-capped Thornbill,
blmtho1,Chalcostigma stanleyi,Blue-mantled Thornbill,
bufhel1,Oxypogon stuebelii,Buffy Helmetcrest,
bubhel1,Oxypogon cyanolaemus,Blue-bearded Helmetcrest,
gnbhel1,Oxypogon guerinii,Green-bearded Helmetcrest,
tyrmet1,Metallura tyrianthina,Tyrian Metaltail,
permet1,Metallura iracunda,Perija Metaltail,
virmet1,Metallura williami,Viridian Metaltail,
vitmet1,Metallura baroni,Violet-throated Metaltail,
nebmet1,Metallura odomae,Neblina Metaltail,
fitmet1,Metallura eupogon,Fiery-throated Metaltail,
scamet1,Metallura aeneocauda,Scaled Metaltail,
blamet1,Metallura phoebe,Black Metaltail,
grepuf1,Haplophaedia aureliae,Greenish Puffleg,GRPU
butpuf1,Haplophaedia assimilis,Buff-thighed Puffleg,
hoapuf1,Haplophaedia lugens,Hoary Puffleg,
blbpuf3,Eriocnemis nigrivestis,Black-breasted Puffleg,
glopuf2,Eriocnemis vestita,Glowing Puffleg,
bltpuf1,Eriocnemis derbyi,Black-thighed Puffleg,
cobpuf1,Eriocnemis cupreoventris,Coppery-bellied Puffleg,
savpuf1,Eriocnemis luciani,Sapphire-vented Puffleg,
gobpuf1,Eriocnemis mosquera,Golden-breasted Puffleg,
blcpuf1,Eriocnemis glaucopoides,Blue-capped Puffleg,
embpuf1,Eriocnemis aline,Emerald-bellied Puffleg,
marspa1,Loddigesia mirabilis,Marvelous Spatuletail,
shisun1,Aglaeactis cupripennis,Shining Sunbeam,
pubsun1,Aglaeactis aliciae,Purple-backed Sunbeam,
blhsun1,Aglaeactis pamela,Black-hooded Sunbeam,
broinc1,Coeligena coeligena,Bronzy Inca,
broinc2,Coeligena wilsoni,Brown Inca,
blainc1,Coeligena prunellei,Black Inca,
colinc1,Coeligena torquata,Collared Inca,
vitsta1,Coeligena violifer,Violet-throated Starfrontlet,
raista1,Coeligena iris,Rainbow Starfrontlet,
whtsta1,Coeligena phalerata,White-tailed Starfrontlet,
dussta1,Coeligena orina,Dusky Starfrontlet,
buwsta1,Coeligena lutetiae,Buff-winged Starfrontlet,
gobsta1,Coeligena bonapartei,Golden-bellied Starfrontlet,
mouvel1,Lafresnaya lafresnayi,Mountain Velvetbreast,
swbhum1,Ensifera ensifera,Sword-billed Hummingbird,
gresap1,Pterophanes cyanopterus,Great Sapphirewing,
butcor1,Boissonneaua flavescens,Buff-tailed Coronet,
chbcor1,Boissonneaua matthewsii,Chestnut-breasted Coronet,
vepcor1,Boissonneaua jardini,Velvet-purple Coronet,
boorat1,Ocreatus underwoodii,White-booted Racket-tail,
boorat2,Ocreatus peruanus,Peruvian Racket-tail,
rubrat1,Ocreatus addae,Rufous-booted Racket-tail,
whthil2,Urochroa bougueri,Rufous-gaped Hillstar,
whthil3,Urochroa leucura,Green-backed Hillstar,
pubwhi1,Urosticte benjamini,Purple-bibbed Whitetip,
ruvwhi1,Urosticte ruficrissa,Rufous-vented Whitetip,
vebbri1,Heliodoxa xanthogonys,Velvet-browed Brilliant,
pitbri1,Heliodoxa gularis,Pink-throated Brilliant,
ruwbri1,Heliodoxa branickii,Rufous-webbed Brilliant,
bltbri1,Heliodoxa schreibersii,Black-throated Brilliant,
goujew1,Heliodoxa aurescens,Gould's Jewelfront,
fabbri1,Heliodoxa rubinoides,Fawn-breasted Brilliant,
grcbri1,Heliodoxa jacula,Green-crowned Brilliant,GCBR
empbri1,Heliodoxa imperatrix,Empress Brilliant,
vifbri1,Heliodoxa leadbeateri,Violet-fronted Brilliant,
brarub1,Heliodoxa rubricauda,Brazilian Ruby,
giahum1,Patagona gigas,Giant Hummingbird,
maghum1,Eugenes fulgens,Rivoli's Hummingbird,RIHU
maghum2,Eugenes spectabilis,Talamanca Hummingbird,TAHU
fithum1,Panterpe insignis,Fiery-throated Hummingbird,FTHU
lobsta1,Heliomaster longirostris,Long-billed Starthroat,LBST
plcsta,Heliomaster constantii,Plain-capped Starthroat,PCST
stbsta1,Heliomaster squamosus,Stripe-breasted Starthroat,
bltsta2,Heliomaster furcifer,Blue-tufted Starthroat,
wbmgem1,Lampornis hemileucus,White-bellied Mountaingem,WBMG
buthum,Lampornis clemenciae,Blue-throated Mountaingem,BTMG
amthum1,Lampornis amethystinus,Amethyst-throated Mountaingem,ATMG
gtmgem1,Lampornis viridipallens,Green-throated Mountaingem,GTMG
gbmgem1,Lampornis sybillae,Green-breasted Mountaingem,GBMG
ptmgem,Lampornis calolaemus,Purple-throated Mountaingem,PTMG
whtmog2,,,
gathum1,Lamprolaima rhami,Garnet-throated Hummingbird,GATH
amewoo1,Calliphlox amethystina,Amethyst Woodstar,
pucwoo1,Myrtis fanny,Purple-collared Woodstar,
oashum1,Rhodopis vesper,Oasis Hummingbird,
shtwoo1,Myrmia micrura,Short-tailed Woodstar,
pershe2,Thaumastura cora,Peruvian Sheartail,
matwoo1,Philodice bryantae,Magenta-throated Woodstar,MTWO
putwoo1,Philodice mitchellii,Purple-throated Woodstar,PTWO
chiwoo1,Eulidia yarrellii,Chilean Woodstar,
sltwoo1,Microstilbon burmeisteri,Slender-tailed Woodstar,
whbwoo6,Chaetocercus mulsant,White-bellied Woodstar,
litwoo5,Chaetocercus bombus,Little Woodstar,
gorwoo2,Chaetocercus heliodor,Gorgeted Woodstar,
samwoo2,Chaetocercus astreans,Santa Marta Woodstar,
spthum1,Tilmatura dupontii,Sparkling-tailed Woodstar,SKTH
sleshe1,Doricha enicura,Slender Sheartail,SLSH
mexshe1,Doricha eliza,Mexican Sheartail,MESH
luchum,Calothorax lucifer,Lucifer Sheartail,LUHU
beahum1,Calothorax pulcher,Beautiful Sheartail,BEAH
bkchum,Archilochus alexandri,Black-chinned Hummingbird,BCHU
rthhum,Archilochus colubris,Ruby-throated Hummingbird,RTHU
verhum1,Mellisuga minima,Vervain Hummingbird,VEHU
beehum1,Mellisuga helenae,Bee Hummingbird,BEEH
annhum,Calypte anna,Anna's Hummingbird,ANHU
coshum,Calypte costae,Costa's Hummingbird,COHU
calhum,Selasphorus calliope,Calliope Hummingbird,CAHU
rufhum,Selasphorus rufus,Rufous Hummingbird,RUHU
allhum,Selasphorus sasin,Allen's Hummingbird,ALHU
brthum,Selasphorus platycercus,Broad-tailed Hummingbird,BTHU
bumhum,Selasphorus heloisa,Bumblebee Hummingbird,BUHU
withum1,Selasphorus ellioti,Wine-throated Hummingbird,WTHH
scihum1,Selasphorus scintilla,Scintillant Hummingbird,SCHU
dushum1,Phaeoptila sordida,Dusky Hummingbird,DUHU
cubeme1,Riccordia ricordii,Cuban Emerald,CUEM
pureme1,Riccordia maugaeus,Puerto Rican Emerald,PREM
blhhum1,Riccordia bicolor,Blue-headed Hummingbird,BHHU
brbhum,Cynanthus latirostris,Broad-billed Hummingbird,BBIH
brbhum2,Cynanthus doubledayi,Turquoise-crowned Hummingbird,TCHU
goceme1,Cynanthus auriceps,Golden-crowned Emerald,GCEM
caneme1,Cynanthus canivetii,Canivet's Emerald,CAEM
weseme1,Chlorostilbon melanorhynchus,Western Emerald,
rebeme1,Chlorostilbon gibsoni,Red-billed Emerald,
blteme1,Chlorostilbon mellisugus,Blue-tailed Emerald,
chieme1,Chlorostilbon olivaresi,Chiribiquete Emerald,
glbeme1,Chlorostilbon lucidus,Glittering-bellied Emerald,
shteme1,Chlorostilbon poortmani,Short-tailed Emerald,
whehum,Basilinna leucotis,White-eared Hummingbird,WEHU
xanhum,Basilinna xantusii,Xantus's Hummingbird,XAHU
wetsab1,Pampa curvipennis,Wedge-tailed Sabrewing,WTSA
lotsab1,,,
rufsab1,Pampa rufa,Rufous Sabrewing,RUSA
emchum1,Abeillia abeillei,Emerald-chinned Hummingbird,ECHU
vihhum1,Klais guimeti,Violet-headed Hummingbird,VHHU
anchum1,Orthorhyncus cristatus,Antillean Crested Hummingbird,ANCH
samblo1,Anthocephala floriceps,Santa Marta Blossomcrown,
tolblo1,Anthocephala berlepschi,Tolima Blossomcrown,
