ebird_code,scientific_name,common_name,alpha
baipig1,Ducula bakeri,Vanuatu Imperial Pigeon,
baisan,Calidris bairdii,Baird's Sandpiper,BASA
baispa,Centronyx bairdii,Baird's Sparrow,BAIS
baitea,Sibirionetta formosa,Baikal Teal,BATE
baitro1,Trogon bairdii,Baird's Trogon,
bakind1,Vidua larvaticola,Barka Indigobird,
baleag,Haliaeetus leucocephalus,Bald Eagle,BAEA
balibi1,Geronticus calvus,Southern Bald Ibis,
balica1,Dicrurus balicassius,Balicassiao,
balmal2,Malimbus ballmanni,Gola Malimbe,
balmyn1,Leucopsar rothschildi,Bali Starling,
balori,Icterus galbula,Baltimore Oriole,BAOR
balowl,Margarobyas lawrencii,Bare-legged Owl,
balpar1,Pyrilia aurantiocephala,Bald Parrot,
balshe1,Puffinus mauretanicus,,
balspi1,Neafrapus boehmi,Böhm's Spinetail,
balswi1,Aerodramus nuditarsus,Bare-legged Swiftlet,
balwar1,Curruca balearica,Balearic Warbler,
bamant1,Cymbilaimus sanctaemariae,Bamboo Antshrike,
bamapa1,Apalis bamendae,Bamenda Apalis,
bamwoo1,Gecinulus viridis,Bamboo Woodpecker,
banana,Coereba flaveola,Bananaquit,BANA
banant1,Cercomacra ferdinandi,Bananal Antbird,
banant2,Dichrozona cincta,Banded Antbird,
banbar1,Lybius undatus,Banded Barbet,
banbro1,Eurylaimus javanicus,Banded Broadbill,
bancor1,Phalacrocorax neglectus,Bank Cormorant,
bancot1,Cotinga maculata,Banded Cotinga,
bancro1,Corvus unicolor,Banggai Crow,
banfru1,Gymnoderus foetidus,Bare-necked Fruitcrow,
banhon1,Cissomela pectoralis,Banded Honeyeater,
banjuf1,Cyornis pelingensis,Banggai Jungle Flycatcher,
bankes1,Falco zoniventris,Banded Kestrel,
bankin1,Lacedo pulchella,Banded Kingfisher,
banlap1,Vanellus tricolor,Banded Lapwing,
banmar1,Neophedina cincta,Banded Martin,
banmyn1,Acridotheres ginginianus,Bank Myna,
banmyz1,Myzomela boiei,Banda Myzomela,
banpit2,Hydrornis guajanus,Javan Banded Pitta,
banpit3,Hydrornis irena,Malayan Banded Pitta,
banpit4,Hydrornis schwaneri,Bornean Banded Pitta,
banpri1,Prinia bairdii,Banded Prinia,
banpri3,,,
banqua1,Philortyx fasciatus,Banded Quail,
banscw1,Bradypterus bangwaensis,Bangwa Forest Warbler,
bansti1,Cladorhynchus leucocephalus,Banded Stilt,
bansun1,Anthreptes rubritorques,Banded Green Sunbird,
bansun3,Cyanomitra bannermani,Bannerman's Sunbird,
banswa,Riparia riparia,Sand Martin,BANS
bantur1,Tauraco bannermani,Bannerman's Turaco,
banumb1,Cephalopterus glabricollis,Bare-necked Umbrellabird,
banwar2,Curruca boehmi,Banded Parisoma,
banwea1,Ploceus bannermani,Bannerman's Weaver,
banwhi1,Aphelocephala nigricincta,Banded Whiteface,
banwoo2,Chrysophlegma miniaceum,Banded Woodpecker,
banwre1,Thryophilus pleurostictus,Banded Wren,
barant1,Thamnophilus doliatus,Barred Antshrike,
barant2,Chamaeza mollissima,Barred Antthrush,
barbec1,Pachyramphus versicolor,Barred Becard,
barbro1,Cymbirhynchus macrorhynchos,Black-and-red Broadbill,
barbul1,Loxigilla barbadensis,Barbados Bullfinch,
barbut1,Turnix suscitator,Barred Buttonquail,
barcud1,Macropygia modiglianii,Barusan Cuckoo-Dove,
bardov2,Geopelia maugeus,Barred Dove,
barfin1,,,
barfly1,Ficedula nigrorufa,Black-and-orange Flycatcher,
barfru1,Pipreola arcuata,Barred Fruiteater,
bargol,Bucephala islandica,Barrow's Goldeneye,BAGO
bargoo,Branta leucopsis,Barnacle Goose,BRNG
barhaw1,Morphnarchus princeps,Barred Hawk,
barhob1,Pernis celebensis,Barred Honey Buzzard,
barhob2,Pernis steerei,Philippine Honey Buzzard,
barhon2,Gliciphila undulata,Barred Honeyeater,
barlar1,Calendulauda barlowi,,
barlau1,Ianthocincla lunulata,Barred Laughingthrush,
barowl1,Ninox connivens,Barking Owl,
barowl13,Strix sartorii,Cinereous Owl,
barowl28,,,
barowl5,Tyto deroepstorffi,Andaman Masked Owl,
barowl7,,,
barown1,Aegotheles bennettii,Barred Owlet-nightjar,
barown2,Aegotheles affinis,Vogelkop Owlet-nightjar,
barpar1,Bolborhynchus lineola,Barred Parakeet,
barpar2,Alectoris barbara,Barbary Partridge,
barpet,Hydrobates castro,Band-rumped Storm Petrel,BANP
barpet1,Pterodroma baraui,Barau's Petrel,
barpuf1,Nystalus radiatus,Barred Puffbird,
barrai1,Gallirallus torquatus,Barred Rail,
barswa,Hirundo rustica,Barn Swallow,BARS
barswa1,Hirundo nigrorufa,Black-and-rufous Swallow,
barswi,Chaetura spinicaudus,Band-rumped Swift,
bartin1,Crypturellus casiquiare,Barred Tinamou,
bartin2,Crypturellus bartletti,Bartlett's Tinamou,
bartyr1,Phylloscartes sylviolus,Bay-ringed Tyrannulet,
barwaf2,Poospiza whitii,Black-and-chestnut Warbling Finch,
barwar,Setophaga subita,Barbuda Warbler,BARW
barwar1,Curruca nisoria,Barred Warbler,
barwar2,Acrocephalus griseldis,Basra Reed Warbler,
basdov1,Geopelia humeralis,Bar-shouldered Dove,
baseag1,Circaetus cinerascens,Western Banded Snake Eagle,
basowl,Megascops seductus,Balsas Screech Owl,
baswar1,Locustella alfredi,Bamboo Warbler,
batant1,Hypocnemoides maculicauda,Band-tailed Antbird,
batant2,Thamnophilus melanothorax,Band-tailed Antshrike,
batant3,Myrmotherula urosticta,Band-tailed Antwren,
batapa2,Apalis thoracica,Bar-throated Apalis,
batapa3,Apalis flavigularis,Yellow-throated Apalis,
batapa4,Apalis fuscigularis,Taita Apalis,
batapa5,Apalis lynesi,Namuli Apalis,
batbar1,Threnetes ruckeri,Band-tailed Barbthroat,
batbel1,Procnias nudicollis,Bare-throated Bellbird,
batear1,Ochetorhynchus phoenicurus,Band-tailed Earthcreeper,
batele1,Terathopius ecaudatus,Bateleur,
batfal1,Falco rufigularis,Bat Falcon,
batfru1,Pipreola intermedia,Band-tailed Fruiteater,
batgod,Limosa lapponica,Bar-tailed Godwit,BARG
batgua1,Penelope argyrotis,Band-tailed Guan,
bathaw1,Macheiramphus alcinus,Bat Hawk,
batlar1,Ammomanes cinctura,Bar-tailed Lark,
batman1,Pipra fasciicauda,Band-tailed Manakin,
batnig1,Nyctiprogne leucopyga,Band-tailed Nighthawk,
batnig2,Caprimulgus batesi,Bates's Nightjar,
batoro1,Cacicus latirostris,Band-tailed Cacique,
batpaf1,Terpsiphone batesi,Bates's Paradise Flycatcher,
batpig1,Patagioenas fasciata,Band-tailed Pigeon,BTPI
batsee1,Catamenia analis,Band-tailed Seedeater,
batsee2,Sporophila nigrorufa,Black-and-tawny Seedeater,
batsun2,Cinnyris batesi,Bates's Sunbird,
batswi1,Apus batesi,Bates's Swift,
battre1,Certhia himalayana,Bar-tailed Treecreeper,
battro1,Apaloderma vittatum,Bar-tailed Trogon,
batwea1,Ploceus batesi,Bates's Weaver,
batwhi1,Pachycephala nudigula,Bare-throated Whistler,
baugre1,Phyllastrephus baumanni,Baumann's Olive Greenbul,
baugua1,Penelope ortoni,Baudo Guan,
bauoro2,Psarocolius cassini,Baudo Oropendola,
bavcot1,Doliornis sclateri,Bay-vented Cotinga,
bawant1,Myrmochanes hemileucus,Black-and-white Antbird,
bawbec1,Pachyramphus albogriseus,Black-and-white Becard,
bawbul2,Brachypodius melanoleucos,,
bawcow3,Agelaioides fringillarius,Pale Baywing,
bawcow4,Agelaioides badius,Greyish Baywing,
baweye1,Platysteira laticincta,Banded Wattle-eye,
baweye2,Zosterops vellalavella,Vella Lavella White-eye,
bawfly1,Bias musicus,Black-and-white Shrike-flycatcher,
bawfly2,Cyanoptila cyanomelana,Blue-and-white Flycatcher,
bawhae1,Spizaetus melanoleucus,Black-and-white Hawk-Eagle,
bawhor2,Bycanistes subcylindricus,Black-and-white-casqued Hornbill,
bawkin1,Todiramphus diops,Blue-and-white Kingfisher,
bawman1,Spermestes bicolor,Black-and-white Mannikin,
bawman3,,,
bawmoc1,Melanotis hypoleucus,Blue-and-white Mockingbird,
bawmon1,Symposiachrus barbatus,Solomons Monarch,
bawmon3,Heteroxolmis dominicana,Black-and-white Monjita,
bawnig1,Systellura longirostris,Band-winged Nightjar,
bawnig3,Systellura decussata,,
bawori1,Icterus maculialatus,Bar-winged Oriole,
bawowl1,Ciccaba nigrolineata,,
bawpri1,Prinia familiaris,Bar-winged Prinia,
bawrai1,Gallirallus poecilopterus,Bar-winged Rail,
bawsee1,Sporophila luctuosa,Black-and-white Seedeater,
bawswa1,Pygochelidon cyanoleuca,Blue-and-white Swallow,
bawtan1,Conothraupis speculigera,Black-and-white Tanager,
bawtri1,Lalage melanoleuca,Black-and-white Triller,
bawtyr1,Poecilotriccus capitalis,Black-and-white Tody-Flycatcher,
bawwar,Mniotilta varia,Black-and-white Warbler,BAWW
bawwar1,Calamonastes fasciolatus,Barred Wren-Warbler,
bawwea1,Ploceus angolensis,Bar-winged Weaver,
bayant1,Grallaria capitalis,Bay Antpitta,
baybro1,Eurylaimus ochromalus,Black-and-yellow Broadbill,
baycou1,Centropus celebensis,Bay Coucal,
bayfly1,Phainoptila melanoxantha,Black-and-yellow Phainoptila,
baygro1,Mycerobas icterioides,Black-and-yellow Grosbeak,
baymac,Ara ararauna,Blue-and-yellow Macaw,
baymar1,Pseudoleistes virescens,Brown-and-yellow Marshbird,
baytan2,Chrysothlypis chrysomelas,Black-and-yellow Tanager,
baytan3,Rauenia bonariensis,Blue-and-yellow Tanager,
baywea1,Ploceus philippinus,Baya Weaver,
baywoo1,Blythipicus pyrrhotis,Bay Woodpecker,
baywre1,Cantorchilus nigricapillus,Bay Wren,
bbbeat1,Nyctyornis athertoni,Blue-bearded Bee-eater,
bbbeat2,Merops variegatus,Blue-breasted Bee-eater,
bbbtan1,Urothraupis stolzmanni,Black-backed Bush Tanager,
bbbtyr1,Knipolegus cyanirostris,Blue-billed Black Tyrant,
bbcdov1,Macropygia nigrirostris,Bar-tailed Cuckoo-Dove,
bbctyr1,Ochthoeca fumicolor,Brown-backed Chat-Tyrant,
bbfdov1,Ptilinopus cinctus,Banded Fruit Dove,
bbfdov2,Ptilinopus alligator,Black-banded Fruit Dove,
bbfgle1,Syndactyla rufosuperciliata,Buff-browed Foliage-gleaner,
bbgsta1,Notopholia corusca,Black-bellied Starling,
bbifin1,Incaspiza laeta,Buff-bridled Inca Finch,
bbmtan1,Dubusia taeniata,Buff-banded Mountain Tanager,
bbmtou1,Andigena nigrirostris,Black-billed Mountain Toucan,
bbnthr1,Catharus gracilirostris,Black-billed Nightingale-Thrush,
bbopar1,Paradisaea rudolphi,,
bbrwar1,Acrocephalus bistrigiceps,Black-browed Reed Warbler,
bbsfin1,Sporophila atrirostris,Black-billed Seed Finch,
bbspet1,Fregetta tropica,Black-bellied Storm Petrel,
bbsrob1,Cercotrichas hartlaubi,Brown-backed Scrub Robin,
bbttyr1,Hemitriccus josephinae,Boat-billed Tody-Tyrant,
bbttyr2,Hemitriccus mirandae,Buff-breasted Tody-Tyrant,
bbwdov1,Turtur abyssinicus,Black-billed Wood Dove,
bbwduc,Dendrocygna autumnalis,Black-bellied Whistling Duck,BBWD
bbwqua1,Odontophorus leucolaemus,Black-breasted Wood Quail,
bbwtyr1,Fluvicola albiventer,Black-backed Water Tyrant,
bcatan1,Habia atrimaxillaris,,
bcbeag1,Geranoaetus melanoleucus,Black-chested Buzzard-Eagle,
bcbeat1,Merops persicus,Blue-cheeked Bee-eater,
bcbfin1,Atlapetes seebohmi,Bay-crowned Brushfinch,
bcfdov1,Ptilinopus leclancheri,,
bcfdov2,Ptilinopus monacha,Blue-capped Fruit Dove,
bcfgle1,Philydor atricapillus,Black-capped Foliage-gleaner,
bchpar1,Loriculus galgulus,Blue-crowned Hanging Parrot,
bcmtan1,Cnemathraupis eximia,Black-chested Mountain Tanager,
bcmtan2,Anisognathus notabilis,Black-chinned Mountain Tanager,
bcnher,Nycticorax nycticorax,Black-crowned Night Heron,BCNH
bcptan1,Phaenicophilus palmarum,Black-crowned Palm-tanager,
bcptyr1,Myiornis atricapillus,Black-capped Pygmy Tyrant,
bcrfin,Leucosticte australis,Brown-capped Rosy Finch,BCRF
bcrtai1,Prioniturus discurus,Blue-crowned Racket-tail,
bcrthr1,Monticola cinclorhyncha,Blue-capped Rock Thrush,
bcslar1,Eremopterix nigriceps,Black-crowned Sparrow-Lark,
bcswea1,Pseudonigrita cabanisi,Black-capped Social Weaver,
bctspi1,Leptasthenura fuliginiceps,Brown-capped Tit-Spinetail,
bcweye2,Zosterops atrifrons,Black-crowned White-eye,
bcwfin1,Castanozoster thoracicus,Bay-chested Warbling Finch,
bcwfin2,Microspingus melanoleucus,Black-capped Warbling Finch,
bcwpar1,Dendrortyx leucophrys,Buffy-crowned Wood Partridge,
bcwspi1,Spartonoica maluroides,Bay-capped Wren-Spinetail,
bcwwar1,Phylloscopus herberti,Black-capped Woodland Warbler,
beabar1,Lybius dubius,,
beabel1,Procnias averano,Bearded Bellbird,
beafir1,Stagonopleura bella,Beautiful Firetail,
beagua1,Penelope barbata,Bearded Guan,
beahum1,Calothorax pulcher,Beautiful Sheartail,
beajay1,Cyanolyca pulchra,Beautiful Jay,
beakin2,Todiramphus saurophagus,Beach Kingfisher,
beamou1,Oreonympha nobilis,Bearded Mountaineer,
beanut1,Sitta formosa,Beautiful Nuthatch,
bearee1,Panurus biarmicus,Bearded Reedling,
bearos1,Carpodacus pulcherrimus,Himalayan Beautiful Rosefinch,
beasib1,Heterophasia pulchella,Beautiful Sibia,
beasne1,Circaetus beaudouini,Beaudouin's Snake Eagle,
beasun2,Cinnyris pulchellus,Beautiful Sunbird,
beatac1,Polystictus pectoralis,Bearded Tachuri,
beathk1,Esacus magnirostris,Beach Stone-curlew,
beatre1,Margarornis bellulus,Beautiful Treerunner,
beawoo1,Chloropicus namaquus,Bearded Woodpecker,
beawoo2,Melanerpes pulcher,Beautiful Woodpecker,
becpet1,Pseudobulweria becki,Beck's Petrel,
becscr1,Sericornis beccarii,Tropical Scrubwren,
beehum1,Mellisuga helenae,Bee Hummingbird,
beelar1,Chersomanes beesleyi,Beesley's Lark,
befdov1,Ptilinopus pulchellus,Beautiful Fruit Dove,
begdov1,Metriopelia morenoi,Moreno's Ground Dove,
begdov2,Columbina cyanopis,Blue-eyed Ground Dove,
beibab1,Rhopophilus pekinensis,Beijing Babbler,
belfly1,Xenotriccus callizonus,Belted Flycatcher,
belgul,Larus belcheri,Belcher's Gull,BEGU
belkin1,Megaceryle alcyon,Belted Kingfisher,BEKI
belmel1,Melidectes belfordi,Belford's Melidectes,
belmin1,Manorina melanophrys,Bell Miner,
belspa2,Artemisiospiza belli,Bell's Sparrow,BESP
belvir,Vireo bellii,Bell's Vireo,BEVI
belyel1,Geothlypis beldingi,Belding's Yellowthroat,
benbus1,Mirafra assamica,,
benbuw1,Locustella seebohmi,Benguet Bush Warbler,
benflo2,Houbaropsis bengalensis,Bengal Florican,
benlar1,Certhilauda benguelensis,,
benthr,Toxostoma bendirei,Bendire's Thrasher,BETH
benwea1,Ploceus benghalensis,Black-breasted Weaver,
benwoo1,Campethera bennettii,Bennett's Woodpecker,
bepfly1,Terpsiphone bedfordi,Bedford's Paradise Flycatcher,
berant1,Drymophila rubricollis,Bertoni's Antbird,
bercan1,Asthenes berlepschi,Berlepsch's Canastero,
berfli1,Colaptes oceanicus,Bermuda Flicker,
berhaw1,Bermuteo avivorus,Bermuda Hawk,
berhum,Saucerottia beryllina,Berylline Hummingbird,BEHU
bernih1,Nyctanassa carcinocatactes,Bermuda Night Heron,
berpet,Pterodroma cahow,Bermuda Petrel,
berpip1,Anthus berthelotii,Berthelot's Pipit,
bertea1,Anas bernieri,Bernier's Teal,
bertin1,Crypturellus berlepschi,Berlepsch's Tinamou,
bertow1,Pipilo naufragus,Bermuda Towhee,
bervan1,Oriolia bernieri,Bernier's Vanga,
berwea2,Ploceus bertrandi,Bertram's Weaver,
besbab1,Pteruthius melanotis,Black-eared Shrike-babbler,
beslar1,Eremopterix australis,Black-eared Sparrow-Lark,
besowl,Megascops barbarus,Bearded Screech Owl,
besra1,Accipiter virgatus,,
besrob1,Cercotrichas quadrivirgata,,
bestan1,Tangara nigroviridis,Beryl-spangled Tanager,
beweye1,Zosterops superciliosus,Bare-eyed White-eye,
bewpar1,Dendrortyx barbatus,Bearded Wood Partridge,
bewqua1,Odontophorus melanotis,Black-eared Wood Quail,
bewwre,Thryomanes bewickii,Bewick's Wren,BEWR
bfbwar1,Horornis fortipes,Brown-flanked Bush Warbler,
bffgle,Dendroma rufa,Buff-fronted Foliage-gleaner,
bfgbir1,Corythaixoides personatus,,
bfgdov1,Metriopelia ceciliae,Bare-faced Ground Dove,
bfgtyr1,Muscisaxicola frontalis,Black-fronted Ground Tyrant,
bfoboo,Sula nebouxii,Blue-footed Booby,BFBO
bfpgua1,Pipile jacutinga,Black-fronted Piping Guan,
bfppar1,Micropsitta pusio,Buff-faced Pygmy Parrot,
bfqdov1,Zentrygon costaricensis,Buff-fronted Quail-Dove,
bfweye1,Zosterops minor,Black-fronted White-eye,
bfwqua1,Odontophorus atrifrons,Black-fronted Wood Quail,
bhbeat1,Merops breweri,Black-headed Bee-eater,
bhbeat2,Merops muelleri,Blue-headed Bee-eater,
bhcfly1,Trochocercus nitens,Blue-headed Crested Flycatcher,
bhmfin1,Leucosticte brandti,Brandt's Mountain Finch,
bhnthr1,Catharus mexicanus,Black-headed Nightingale-Thrush,
bhpfly1,Terpsiphone rufiventer,Red-bellied Paradise Flycatcher,
bhpkin1,Tanysiptera danae,Brown-headed Paradise Kingfisher,
bhptit1,Remiz macronyx,Black-headed Penduline Tit,
bhqdov1,Starnoenas cyanocephala,Blue-headed Quail-Dove,
bhrtai1,Prioniturus platenae,Blue-headed Racket-tail,
bhsbab1,Pteruthius rufiventer,Black-headed Shrike-babbler,
bhsfin1,Phrygilus atriceps,Black-hooded Sierra Finch,
bhtfly1,Todirostrum nigriceps,Black-headed Tody-Flycatcher,
bhulau1,Trochalopteron imbricatum,Bhutan Laughingthrush,
bhwdov1,Turtur brehmeri,Blue-headed Wood Dove,
bhweye1,Zosterops hypoxanthus,Bismarck White-eye,
biacou1,Centropus chalybeus,Biak Coucal,
biafly1,Myiagra atra,Biak Black Flycatcher,
biager1,Gerygone hypoxantha,Biak Gerygone,
biamon1,Symposiachrus brehmii,Biak Monarch,
biasco1,Otus beccarii,Biak Scops Owl,
biawar1,Phylloscopus valentini,Bianchi's Warbler,
biawhi1,Pachycephala melanorhyncha,Biak Whistler,
bicant2,Gymnopithys bicolor,Bicolored Antbird,
bicant3,Grallaria rufocinerea,Bicolored Antpitta,
bicant4,Dysithamnus occidentalis,Bicolored Antvireo,
biccon1,Conirostrum bicolor,Bicolored Conebill,
bicflo1,Dicaeum bicolor,Bicolored Flowerpecker,
bichaw1,Accipiter bicolor,,
bichaw4,,,
bicpen1,Eudyptes sclateri,Erect-crested Penguin,
bicthr,Catharus bicknelli,Bicknell's Thrush,BITH
bicwre1,Campylorhynchus griseus,Bicolored Wren,
bielau1,Ianthocincla bieti,White-speckled Laughingthrush,
biipig1,Ducula melanochroa,Black Imperial Pigeon,
bimlar1,Melanocorypha bimaculata,Bimaculated Lark,
bimwar1,Crateroscelis nigrorufa,,
bipkin1,Tanysiptera riedelii,Biak Paradise Kingfisher,
bisfan1,Rhipidura dahli,Bismarck Fantail,
bisfly1,,,
bishao1,Ninox variegata,New Ireland Boobook,
biskin1,Ceyx websteri,Bismarck Kingfisher,
bismel1,Vosea whitemanensis,Gilliard's Honeyeater,
bismun1,Lonchura melaena,Buff-bellied Mannikin,
bisoo,Moho bishopi,Bishop's Oo,BIOO
bisswi1,Streptoprocne biscutata,Biscutate Swift,
bisthi1,Cincloramphus grosvenori,New Britain Thicketbird,
biswhi1,Pachycephala citreogaster,Bismarck Whistler,
biswoo1,Artamus insignis,White-backed Woodswallow,
biweye1,Zosterops mysorensis,Biak White-eye,
bkbalb,Thalassarche melanophris,Black-browed Albatross,BBAL
bkbalb2,,,
bkbbit1,Ixobrychus dubius,,
bkbbrt1,Talegalla fuscirostris,Black-billed Brushturkey,
bkbbus1,Lissotis melanogaster,Black-bellied Bustard,
bkbcuc,Coccyzus erythropthalmus,Black-billed Cuckoo,BBCU
bkbcus1,Edolisoma mindanense,Black-bibbed Cicadabird,
bkbcus2,Edolisoma montanum,Black-bellied Cuckooshrike,
bkbful1,Alcippe grotei,Black-browed Fulvetta,
bkbkin1,Ceyx erithaca,Black-backed Dwarf Kingfisher,
bkbkit1,Hamirostra melanosternon,Black-breasted Buzzard,
bkbkoe1,Eudynamys melanorhynchus,Black-billed Koel,
bkbmag1,Pica hudsonia,Black-billed Magpie,BBMA
bkbmyz1,Myzomela vulnerata,Black-breasted Myzomela,
bkbowl1,Ciccaba huhula,,
bkbplo,Pluvialis squatarola,Grey Plover,BBPL
bkbsht1,Agriornis montanus,Black-billed Shrike-Tyrant,
bkbsne1,Circaetus pectoralis,Black-chested Snake Eagle,
bkbsun1,Cinnyris nectarinioides,Black-bellied Sunbird,
bkbtan1,Ramphocelus melanogaster,Huallaga Tanager,
bkbtho1,Discosura langsdorffi,Black-bellied Thorntail,
bkbthr3,Turdus arthuri,Campina Thrush,
bkbthr4,Turdus murinus,Pantepui Thrush,
bkbtit1,Poecile hypermelaenus,Black-bibbed Tit,
bkbtit2,Periparus rufonuchalis,Rufous-naped Tit,
bkbtit3,Aegithalos iouschistos,Black-browed Bushtit,
bkbtit4,,,
bkbtit6,,,
bkbtof1,Poecilotriccus pulchellus,Black-backed Tody-Flycatcher,
bkbwar,Setophaga fusca,Blackburnian Warbler,BLBW
bkbwoo,Picoides arcticus,Black-backed Woodpecker,BBWO
bkcbar1,Actinodura sodangorum,Black-crowned Barwing,
bkcbul1,Rubigula gularis,Flame-throated Bulbul,
bkcbul2,Rubigula melanicterus,,
bkcbul3,Rubigula dispar,Ruby-throated Bulbul,
bkcbul4,Rubigula montis,Bornean Bulbul,
bkccat1,Ailuroedus melanocephalus,,
bkcchi,Poecile atricapillus,Black-capped Chickadee,BCCH
bkcdon,Donacobius atricapilla,Black-capped Donacobius,
bkcful1,Schoeniparus klossi,Black-crowned Fulvetta,
bkcgna,Polioptila nigriceps,Black-capped Gnatcatcher,BCGN
bkchem2,,,
bkchum,Archilochus alexandri,Black-chinned Hummingbird,BCHU
bkclau1,Montecincla jerdoni,Banasura Laughingthrush,
bkclau2,Montecincla cachinnans,Nilgiri Laughingthrush,
bkcmon1,Neoxolmis coronatus,Black-crowned Monjita,
bkcmot1,Anisognathus melanogenys,Santa Marta Mountain Tanager,
bkcori,Icterus prosthemelas,Black-cowled Oriole,BCOR
bkcpet,Pterodroma hasitata,Black-capped Petrel,BCPE
bkcpet2,,,
bkcpip1,Piprites pileata,Black-capped Piprites,
bkcruw1,Bathmocercus cerviniventris,Black-headed Rufous Warbler,
bkcsco1,Megascops atricapilla,Black-capped Screech Owl,
bkcspa,Spizella atrogularis,Black-chinned Sparrow,BCSP
bkcsta1,Gracupica nigricollis,Black-collared Starling,
bkctch1,Tchagra senegalus,Black-crowned Tchagra,
bkctit1,Anairetes nigrocristatus,Black-crested Tit-Tyrant,
bkcvir1,Vireo atricapilla,Black-capped Vireo,BCVI
bkcwea1,Ploceus nigrimentus,Black-chinned Weaver,
bkcwhe1,Zosterops atricapilla,Black-capped White-eye,
bkcwhi1,Pachycephala mentalis,Black-chinned Whistler,
bkefai1,Heliothryx auritus,Black-eared Fairy,
bkegrt1,Geokichla camaronensis,Black-eared Ground Thrush,
bkehem1,,,
bkehem3,,,
bkewhe2,Oenanthe melanoleuca,Eastern Black-eared Wheatear,
bkfalb,Phoebastria nigripes,Black-footed Albatross,BFAL
bkfant2,Formicarius moniliger,Mayan Antthrush,
bkfbab1,Turdoides melanops,Black-faced Babbler,
bkfbrf1,Atlapetes melanolaemus,Grey-eared Brushfinch,
bkfcus1,Coracina novaehollandiae,Black-faced Cuckooshrike,
bkfdac1,,,
bkffir1,Lagonosticta larvata,Black-faced Firefinch,
bkffri1,Philemon moluccensis,Buru Friarbird,
bkffri2,Philemon plumigenis,Tanimbar Friarbird,
bkfgra,Melanospiza bicolor,Black-faced Grassquit,BFGR
bkfibi2,Theristicus branickii,Andean Ibis,
bkfqua1,,,
bkfruw1,Bathmocercus rufus,Black-faced Rufous Warbler,
bkhbat1,Batis erlangeri,Western Black-headed Batis,
bkhber1,Carpornis melanocephala,Black-headed Berryeater,
bkhcan1,,,
bkhcus1,Lalage melanoptera,Black-headed Cuckooshrike,
bkhgre1,Chloris ambigua,Black-headed Greenfinch,
bkhgro,Pheucticus melanocephalus,Black-headed Grosbeak,BHGR
bkhgul,Chroicocephalus ridibundus,Black-headed Gull,BHGU
bkhpaf2,,,
bkhpar,Aratinga nenday,Nanday Parakeet,NAPA
bkhpar1,Psittiparus margaritae,,
bkhpit1,Erythropitta ussheri,Black-crowned Pitta,
